Student_ID,Age,Gender,City,Province,CGPA,Performance_Class,Family_Income_PKR,Parents_Education,Study_Hours_Per_Week,Attendance_Percentage,Internet_Access,Private_Tuition,Device_Available,Electricity_Availability,School_Type,Medium_of_Instruction,Distance_to_Institute_km,Transport_Mode,Parental_Support_Level,Health_Issues,Part_Time_Job,Extra_Curricular,Motivation_Level
435,19,Male,Rahim Yar Khan,Azad Kashmir,2.54,Average,Upper-Middle (120k-250k),Postgraduate,12,63,No,Yes,Mobile,Consistent,Private,English,6.0,Bus,High,Chronic,No,Clubs,Low
436,19,Female,Rahim Yar Khan,KPK,2.55,Average,Upper-Middle (120k-250k),Primary,6,86,Yes,No,Laptop,Consistent,Semi-Government,Urdu,1.3,Bike,Low,Chronic,Yes,Clubs,High
437,19,Female,Hunza,Punjab,2.55,Average,Lower-Middle (30k-60k),Primary,10,92,No,No,Desktop,Frequent Outages,Private,English,28.7,Bike,High,Chronic,Yes,Sports,Medium
438,22,Male,Hunza,Punjab,2.55,Average,High (>250k),Postgraduate,23,95,No,Yes,Desktop,Frequent Outages,Public,English,7.3,Van,High,Chronic,No,Clubs,Low
439,18,Female,Peshawar,Azad Kashmir,2.55,Average,Upper-Middle (120k-250k),Primary,22,76,Yes,Yes,Laptop,Consistent,Private,Urdu,21.4,Walk,Medium,Minor,No,Sports,High
440,21,Female,Bannu,Punjab,2.55,Average,High (>250k),Postgraduate,34,76,No,Yes,None,Frequent Outages,Public,English,20.3,Walk,High,Chronic,No,Sports,Medium
441,18,Female,Bannu,KPK,2.56,Average,Middle (60k-120k),Graduate,37,84,No,No,Desktop,Consistent,Public,Urdu,6.2,Bike,High,None,No,Clubs,High
442,21,Female,Charsadda,KPK,2.56,Average,Middle (60k-120k),Graduate,36,86,Yes,No,Laptop,Consistent,Public,Urdu,9.7,Walk,Medium,None,Yes,Sports,Medium
443,22,Male,Swat,KPK,2.56,Average,Lower-Middle (30k-60k),Matric,33,81,No,Yes,Mobile,Frequent Outages,Private,English,17.3,Walk,Medium,Chronic,Yes,None,High
444,20,Female,Faisalabad,Gilgit Baltistan,2.56,Average,Lower-Middle (30k-60k),Graduate,22,80,Yes,Yes,None,Consistent,Semi-Government,English,1.7,Van,Medium,None,No,Clubs,Low
445,22,Female,Abbottabad,Punjab,2.57,Average,Middle (60k-120k),Postgraduate,28,72,Yes,Yes,None,Consistent,Public,English,22.7,Walk,Medium,Minor,Yes,None,Low
446,25,Female,Gilgit,Punjab,2.57,Average,Lower-Middle (30k-60k),Matric,29,69,No,Yes,None,Frequent Outages,Semi-Government,English,1.4,Van,Low,Minor,Yes,None,High
447,24,Female,Rahim Yar Khan,Azad Kashmir,2.57,Average,High (>250k),Matric,15,85,Yes,Yes,Desktop,Consistent,Public,Urdu,14.0,Bike,High,Chronic,Yes,None,Low
448,17,Female,Lahore,KPK,2.57,Average,Upper-Middle (120k-250k),Primary,19,80,Yes,No,None,Frequent Outages,Semi-Government,Urdu,18.6,Car,Medium,Minor,No,None,Low
449,25,Male,Gilgit,KPK,2.58,Average,High (>250k),Matric,25,72,No,Yes,Mobile,Consistent,Public,Urdu,14.4,Van,Medium,Minor,No,Sports,Medium
450,22,Female,Abbottabad,KPK,2.58,Average,Low (<30k),Matric,31,86,No,Yes,Desktop,Consistent,Public,English,0.6,Bike,Medium,Chronic,Yes,None,High
451,21,Male,Faisalabad,Punjab,2.58,Average,Middle (60k-120k),Intermediate,20,67,Yes,No,Laptop,Consistent,Public,English,30.2,Bike,Medium,Chronic,Yes,None,High
452,17,Female,Swat,Gilgit Baltistan,2.58,Average,High (>250k),Matric,28,61,Yes,Yes,Laptop,Consistent,Private,English,22.2,Walk,High,Chronic,Yes,None,Low
453,21,Male,Faisalabad,KPK,2.59,Average,Middle (60k-120k),Graduate,12,68,No,Yes,Desktop,Consistent,Private,English,34.8,Van,Low,Chronic,Yes,Sports,Medium
454,24,Female,Charsadda,Azad Kashmir,2.59,Average,Middle (60k-120k),Matric,35,95,No,Yes,Laptop,Consistent,Semi-Government,Urdu,30.2,Van,Low,None,No,Sports,Medium
455,17,Male,Chiniot,Azad Kashmir,2.59,Average,Low (<30k),Graduate,32,72,No,Yes,Laptop,Frequent Outages,Semi-Government,Urdu,29.1,Van,Medium,Chronic,Yes,Sports,High
456,23,Female,Swat,KPK,2.59,Average,Upper-Middle (120k-250k),Postgraduate,22,96,No,Yes,None,Frequent Outages,Public,Urdu,17.0,Van,High,None,Yes,Clubs,Medium
457,18,Male,Charsadda,Punjab,2.6,Average,Lower-Middle (30k-60k),Graduate,23,92,Yes,Yes,None,Frequent Outages,Semi-Government,English,24.9,Car,High,Chronic,No,Sports,Medium
458,17,Male,Sargodha,KPK,2.6,Average,Middle (60k-120k),Intermediate,22,68,No,No,Desktop,Frequent Outages,Semi-Government,Urdu,19.8,Walk,High,Minor,Yes,Clubs,Low
459,24,Male,Kotli,KPK,2.6,Average,Middle (60k-120k),Primary,35,74,Yes,No,None,Consistent,Private,English,31.7,Van,Medium,None,Yes,Sports,Medium
460,23,Male,Swat,KPK,2.6,Average,Upper-Middle (120k-250k),Postgraduate,24,67,Yes,No,Mobile,Frequent Outages,Semi-Government,English,34.6,Van,Medium,Minor,Yes,Sports,Low
461,17,Female,Rahim Yar Khan,Gilgit Baltistan,2.61,Average,Lower-Middle (30k-60k),Primary,35,86,Yes,No,Mobile,Frequent Outages,Semi-Government,Urdu,33.8,Van,High,None,Yes,Sports,Low
462,20,Male,Mansehra,KPK,2.61,Average,Upper-Middle (120k-250k),Primary,14,89,Yes,Yes,Mobile,Consistent,Semi-Government,English,28.4,Walk,Medium,Minor,Yes,Clubs,Medium
463,23,Female,Dir,KPK,2.61,Average,Middle (60k-120k),Intermediate,27,75,Yes,Yes,Mobile,Consistent,Public,English,28.8,Bike,Low,None,Yes,Clubs,Low
464,24,Male,Rahim Yar Khan,Gilgit Baltistan,2.61,Average,High (>250k),Primary,21,64,Yes,Yes,Laptop,Consistent,Public,English,10.0,Bike,High,Minor,No,Clubs,Medium
465,21,Male,Rahim Yar Khan,KPK,2.61,Average,Middle (60k-120k),Matric,6,92,Yes,No,Mobile,Consistent,Semi-Government,English,1.6,Bike,High,None,Yes,Sports,High
466,25,Male,Faisalabad,KPK,2.62,Average,Low (<30k),Graduate,22,65,Yes,No,None,Frequent Outages,Private,Urdu,26.4,Van,Medium,None,Yes,Clubs,Low
467,24,Male,Diamer,KPK,2.62,Average,High (>250k),Matric,12,68,Yes,No,Laptop,Consistent,Public,Urdu,13.2,Car,Low,None,No,Sports,High
468,23,Male,Abbottabad,Azad Kashmir,2.62,Average,High (>250k),Graduate,25,55,Yes,No,Mobile,Frequent Outages,Semi-Government,Urdu,31.9,Bike,Low,Minor,No,Sports,Low
469,20,Male,Lahore,Azad Kashmir,2.62,Average,High (>250k),Matric,23,80,No,No,Laptop,Frequent Outages,Public,Urdu,26.9,Bike,Low,None,No,None,High
470,19,Male,Mirpur,KPK,2.63,Average,Upper-Middle (120k-250k),Postgraduate,10,58,Yes,Yes,None,Consistent,Public,Urdu,7.5,Bike,Medium,Chronic,No,None,Low
471,22,Male,Gujranwala,Punjab,2.63,Average,Middle (60k-120k),Postgraduate,13,61,No,No,Desktop,Consistent,Semi-Government,Urdu,31.3,Car,High,None,No,Sports,Medium
472,21,Male,Rahim Yar Khan,Punjab,2.63,Average,Middle (60k-120k),Intermediate,7,69,No,Yes,Desktop,Consistent,Private,English,34.7,Walk,Medium,None,Yes,None,Low
473,18,Female,Hunza,Punjab,2.63,Average,Low (<30k),Primary,34,78,Yes,Yes,Mobile,Consistent,Semi-Government,Urdu,25.4,Bike,Medium,Minor,No,Sports,Low
474,18,Female,Okara,Azad Kashmir,2.64,Average,High (>250k),Intermediate,22,79,Yes,Yes,Laptop,Frequent Outages,Semi-Government,English,8.7,Van,Low,None,No,Clubs,High
475,22,Female,Gilgit,Punjab,2.64,Average,High (>250k),Postgraduate,33,86,Yes,Yes,None,Consistent,Private,Urdu,25.8,Bike,Medium,None,Yes,None,Medium
476,18,Female,Charsadda,Azad Kashmir,2.64,Average,Low (<30k),Graduate,32,68,Yes,No,Desktop,Consistent,Public,English,21.8,Car,Low,Minor,Yes,None,High
477,19,Female,Mardan,KPK,2.64,Average,Upper-Middle (120k-250k),Matric,16,71,No,No,Desktop,Frequent Outages,Semi-Government,Urdu,23.0,Walk,Medium,None,Yes,None,High
478,18,Male,Okara,Punjab,2.65,Average,High (>250k),Graduate,9,66,Yes,No,None,Frequent Outages,Private,English,34.7,Bike,High,Minor,Yes,None,Low
479,24,Female,Bhimber,KPK,2.65,Average,Middle (60k-120k),Primary,34,78,No,No,Mobile,Frequent Outages,Semi-Government,Urdu,1.6,Bike,Medium,Minor,No,None,Medium
480,18,Male,Peshawar,Azad Kashmir,2.65,Average,High (>250k),Graduate,19,79,No,No,Desktop,Frequent Outages,Semi-Government,Urdu,15.5,Van,Low,Chronic,No,Clubs,Low
481,19,Male,Mansehra,Punjab,2.65,Average,High (>250k),Intermediate,32,58,Yes,No,Laptop,Consistent,Semi-Government,English,31.6,Bus,High,Minor,Yes,Clubs,Low
482,25,Female,Swat,KPK,2.66,Average,Low (<30k),Graduate,11,59,No,Yes,None,Frequent Outages,Public,English,0.7,Walk,Medium,None,No,Sports,High
483,23,Female,Mirpur,Azad Kashmir,2.66,Average,High (>250k),Graduate,17,97,No,Yes,Laptop,Consistent,Semi-Government,Urdu,29.9,Car,High,Minor,Yes,Clubs,Low
484,22,Male,Faisalabad,KPK,2.66,Average,High (>250k),Primary,20,77,No,Yes,None,Consistent,Semi-Government,Urdu,8.6,Van,Medium,Minor,No,None,Medium
485,23,Female,Bannu,Gilgit Baltistan,2.66,Average,Low (<30k),Matric,24,56,No,No,Laptop,Consistent,Private,English,10.5,Bike,Medium,Minor,Yes,None,Low
486,25,Female,Skardu,Gilgit Baltistan,2.67,Average,Upper-Middle (120k-250k),Primary,24,65,No,Yes,Desktop,Consistent,Public,English,29.2,Bike,Medium,Chronic,No,Sports,Medium
487,20,Female,Sialkot,KPK,2.67,Average,High (>250k),Intermediate,22,91,No,Yes,None,Frequent Outages,Private,English,18.5,Bus,Medium,Minor,No,Sports,High
488,19,Female,Sialkot,Punjab,2.67,Average,Middle (60k-120k),Postgraduate,36,62,No,No,None,Frequent Outages,Public,Urdu,16.6,Bus,High,Minor,Yes,Sports,Low
489,18,Female,Diamer,Punjab,2.67,Average,Low (<30k),Matric,23,97,No,No,None,Frequent Outages,Semi-Government,English,26.6,Walk,Low,Minor,Yes,Clubs,Low
490,22,Female,Okara,Azad Kashmir,2.67,Average,Middle (60k-120k),Matric,28,63,No,Yes,Laptop,Consistent,Semi-Government,Urdu,8.9,Bike,High,Minor,Yes,None,Medium
491,17,Female,Sargodha,Azad Kashmir,2.68,Average,High (>250k),Intermediate,23,74,No,No,Desktop,Frequent Outages,Public,Urdu,14.8,Walk,Low,Chronic,Yes,Sports,Medium
492,21,Male,Mardan,Gilgit Baltistan,2.68,Average,Low (<30k),Intermediate,16,64,No,No,None,Consistent,Public,Urdu,11.1,Van,Low,None,No,None,Low
493,20,Male,Muzaffarabad,Gilgit Baltistan,2.68,Average,Low (<30k),Intermediate,34,95,Yes,No,Laptop,Frequent Outages,Semi-Government,English,3.2,Car,Medium,None,No,Sports,High
494,24,Female,Lahore,Punjab,2.68,Average,High (>250k),Graduate,22,57,Yes,Yes,Desktop,Consistent,Semi-Government,Urdu,15.2,Walk,Low,None,No,Clubs,Low
495,21,Male,Chiniot,Azad Kashmir,2.69,Average,Lower-Middle (30k-60k),Intermediate,38,58,No,Yes,Desktop,Consistent,Private,English,28.4,Bike,Medium,None,Yes,Clubs,Low
496,21,Female,Lahore,Punjab,2.69,Average,High (>250k),Matric,33,92,Yes,No,Desktop,Frequent Outages,Private,Urdu,23.7,Walk,High,Minor,No,Sports,Medium
497,17,Male,Bhimber,KPK,2.69,Average,Low (<30k),Primary,37,64,Yes,Yes,None,Frequent Outages,Public,Urdu,28.4,Bus,High,Chronic,Yes,Clubs,High
498,22,Female,Lahore,KPK,2.69,Average,Upper-Middle (120k-250k),Postgraduate,32,92,No,Yes,None,Consistent,Public,English,28.0,Car,Medium,Minor,No,Clubs,High
499,19,Female,Peshawar,Punjab,2.7,Average,Lower-Middle (30k-60k),Matric,37,91,No,No,Laptop,Frequent Outages,Private,Urdu,16.1,Bike,High,Chronic,Yes,Clubs,Low
500,22,Male,Dir,KPK,2.7,Average,High (>250k),Primary,20,62,No,No,Mobile,Consistent,Public,English,25.6,Walk,Medium,None,No,Clubs,High
501,23,Male,Mansehra,KPK,2.7,Average,Upper-Middle (120k-250k),Primary,26,89,Yes,No,Desktop,Consistent,Private,Urdu,22.9,Car,High,None,Yes,None,Medium
502,23,Male,Muzaffarabad,Punjab,2.7,Average,High (>250k),Intermediate,29,75,Yes,No,None,Consistent,Semi-Government,Urdu,23.1,Walk,High,None,Yes,None,Medium
503,24,Male,Swat,Gilgit Baltistan,2.71,Average,Lower-Middle (30k-60k),Postgraduate,20,91,Yes,No,Mobile,Consistent,Semi-Government,Urdu,9.7,Bike,High,Chronic,Yes,None,High
504,22,Female,Swat,Punjab,2.71,Average,Lower-Middle (30k-60k),Primary,25,75,Yes,Yes,Desktop,Frequent Outages,Public,English,12.0,Bike,Medium,None,Yes,Sports,Low
505,24,Female,Rahim Yar Khan,Azad Kashmir,2.71,Average,Middle (60k-120k),Intermediate,32,86,Yes,No,Desktop,Consistent,Private,English,25.6,Walk,Medium,Chronic,Yes,Clubs,High
506,21,Male,Chiniot,Azad Kashmir,2.71,Average,High (>250k),Intermediate,33,99,Yes,No,Mobile,Frequent Outages,Semi-Government,Urdu,27.2,Walk,Medium,Chronic,No,None,Low
507,25,Female,Mansehra,Azad Kashmir,2.72,Average,High (>250k),Intermediate,32,67,Yes,No,None,Consistent,Private,Urdu,20.9,Walk,Medium,None,No,Sports,High
508,24,Male,Kotli,Punjab,2.72,Average,Lower-Middle (30k-60k),Graduate,23,60,Yes,No,Desktop,Frequent Outages,Semi-Government,English,11.5,Van,Low,Minor,Yes,None,High
509,24,Female,Bhimber,Azad Kashmir,2.72,Average,High (>250k),Graduate,30,75,No,Yes,None,Consistent,Semi-Government,English,26.3,Walk,High,Minor,Yes,None,Medium
510,25,Male,Rahim Yar Khan,KPK,2.72,Average,Upper-Middle (120k-250k),Postgraduate,33,72,No,No,Laptop,Consistent,Public,English,3.7,Van,Low,Chronic,No,Sports,High
511,20,Female,Okara,KPK,2.73,Average,Lower-Middle (30k-60k),Intermediate,37,73,No,Yes,Laptop,Consistent,Private,Urdu,11.2,Car,High,None,Yes,None,Medium
512,20,Male,Abbottabad,KPK,2.73,Average,Middle (60k-120k),Intermediate,7,81,No,Yes,Laptop,Consistent,Private,English,17.5,Van,Medium,Minor,No,Sports,High
513,24,Male,Sargodha,Gilgit Baltistan,2.73,Average,High (>250k),Matric,13,55,No,Yes,Mobile,Frequent Outages,Semi-Government,English,8.1,Bus,Low,Minor,No,None,Medium
514,17,Female,Multan,KPK,2.73,Average,Middle (60k-120k),Primary,6,95,No,No,None,Frequent Outages,Public,Urdu,31.4,Walk,High,Minor,No,Clubs,High
515,17,Male,Peshawar,Punjab,2.73,Average,High (>250k),Primary,21,55,Yes,Yes,Desktop,Frequent Outages,Private,English,1.8,Walk,High,Minor,Yes,None,Medium
516,23,Female,Gilgit,KPK,2.74,Average,Upper-Middle (120k-250k),Graduate,6,59,Yes,No,Mobile,Frequent Outages,Public,English,26.3,Van,High,Chronic,No,Sports,Low
517,24,Male,Muzaffarabad,Punjab,2.74,Average,High (>250k),Primary,8,98,No,No,Mobile,Frequent Outages,Private,Urdu,32.1,Walk,Low,None,Yes,Sports,High
518,17,Male,Lahore,KPK,2.74,Average,High (>250k),Graduate,22,69,Yes,Yes,Laptop,Consistent,Private,English,12.6,Van,Medium,Chronic,No,Clubs,Low
519,19,Female,Swat,Azad Kashmir,2.74,Average,Lower-Middle (30k-60k),Primary,26,58,Yes,Yes,Mobile,Consistent,Private,English,15.9,Car,High,Chronic,No,Sports,High
520,24,Male,Bannu,Punjab,2.75,Average,Lower-Middle (30k-60k),Intermediate,27,61,Yes,No,None,Consistent,Private,English,26.0,Walk,High,Minor,Yes,Clubs,Low
521,21,Female,Diamer,Punjab,2.75,Average,Lower-Middle (30k-60k),Primary,33,67,No,No,Laptop,Consistent,Public,Urdu,8.7,Car,Medium,Chronic,Yes,Sports,Low
522,19,Male,Multan,KPK,2.75,Average,Lower-Middle (30k-60k),Intermediate,36,75,Yes,No,None,Consistent,Private,Urdu,16.6,Bus,Medium,Chronic,Yes,Clubs,Medium
523,22,Male,Mirpur,Azad Kashmir,2.75,Average,Low (<30k),Primary,14,76,Yes,No,Mobile,Consistent,Private,Urdu,30.3,Walk,Low,Chronic,Yes,Clubs,Medium
524,25,Male,Peshawar,Gilgit Baltistan,2.76,Average,Low (<30k),Postgraduate,17,86,No,No,Desktop,Consistent,Semi-Government,English,3.1,Bus,Low,None,Yes,None,Medium
525,17,Male,Mirpur,Punjab,2.76,Average,Upper-Middle (120k-250k),Intermediate,27,85,No,Yes,Desktop,Consistent,Semi-Government,English,16.8,Walk,High,Chronic,No,Clubs,Low
526,22,Male,Charsadda,Punjab,2.76,Average,Lower-Middle (30k-60k),Primary,24,88,No,Yes,None,Frequent Outages,Semi-Government,English,3.5,Car,Medium,Chronic,No,Clubs,Low
527,20,Male,Skardu,Punjab,2.76,Average,High (>250k),Intermediate,16,97,No,Yes,Mobile,Consistent,Private,Urdu,22.7,Bike,Low,Chronic,No,Sports,High
528,21,Female,Chiniot,KPK,2.77,Average,Upper-Middle (120k-250k),Postgraduate,14,95,No,Yes,Laptop,Frequent Outages,Semi-Government,Urdu,21.1,Bike,Low,None,Yes,None,Low
529,22,Female,Charsadda,KPK,2.77,Average,Lower-Middle (30k-60k),Postgraduate,36,86,No,Yes,Desktop,Consistent,Semi-Government,English,18.7,Walk,Medium,None,Yes,None,Medium
530,25,Female,Bahawalpur,KPK,2.77,Average,Low (<30k),Postgraduate,23,56,No,Yes,Mobile,Consistent,Public,English,22.1,Bus,High,Chronic,No,None,High
531,17,Male,Skardu,KPK,2.77,Average,Low (<30k),Intermediate,21,98,Yes,Yes,Laptop,Frequent Outages,Private,English,16.1,Bus,High,Minor,Yes,None,Medium
532,22,Male,Multan,KPK,2.78,Average,Upper-Middle (120k-250k),Graduate,25,74,No,No,Laptop,Consistent,Private,Urdu,3.5,Car,High,Chronic,Yes,None,Medium
533,20,Male,Bhimber,KPK,2.78,Average,Middle (60k-120k),Matric,39,66,No,Yes,None,Consistent,Private,English,25.5,Car,Medium,Minor,No,None,Low
534,22,Male,Skardu,KPK,2.78,Average,Lower-Middle (30k-60k),Intermediate,28,84,No,No,Laptop,Consistent,Public,English,26.9,Bus,High,Minor,No,Clubs,Low
535,17,Male,Kotli,Gilgit Baltistan,2.78,Average,Upper-Middle (120k-250k),Primary,7,85,Yes,No,None,Consistent,Private,Urdu,28.6,Walk,Low,Minor,No,Clubs,High
536,18,Male,Sialkot,KPK,2.79,Average,Middle (60k-120k),Postgraduate,9,57,Yes,Yes,None,Consistent,Private,Urdu,5.8,Walk,Low,None,Yes,None,Medium
537,24,Male,Bannu,KPK,2.79,Average,Low (<30k),Postgraduate,32,61,No,No,Desktop,Frequent Outages,Public,English,18.1,Bus,Low,None,Yes,Clubs,Medium
538,24,Male,Bhimber,KPK,2.79,Average,Low (<30k),Intermediate,7,68,No,No,None,Consistent,Private,English,27.7,Walk,Low,None,No,Clubs,Medium
539,24,Male,Hunza,Azad Kashmir,2.79,Average,High (>250k),Intermediate,32,89,Yes,No,Mobile,Consistent,Public,Urdu,20.1,Van,Low,None,Yes,None,High
540,19,Female,Sialkot,Azad Kashmir,2.79,Average,Lower-Middle (30k-60k),Postgraduate,23,86,Yes,No,Laptop,Consistent,Semi-Government,English,15.2,Walk,Low,Minor,No,Clubs,Low
541,20,Male,Muzaffarabad,Gilgit Baltistan,2.8,Average,High (>250k),Postgraduate,30,93,No,No,Desktop,Consistent,Private,English,28.7,Van,Low,Minor,No,Sports,High
542,23,Male,Bahawalpur,Azad Kashmir,2.8,Average,Middle (60k-120k),Graduate,36,82,No,No,Laptop,Consistent,Semi-Government,English,24.5,Van,High,None,No,Sports,High
543,21,Male,Kotli,Punjab,2.8,Average,Middle (60k-120k),Graduate,12,66,Yes,No,None,Consistent,Public,English,16.8,Bus,Low,Minor,Yes,Sports,Medium
544,25,Female,Chiniot,KPK,2.8,Average,High (>250k),Graduate,32,62,No,No,Laptop,Frequent Outages,Private,English,1.0,Bus,Low,None,Yes,None,Low
545,19,Female,Hunza,Punjab,2.81,Average,Lower-Middle (30k-60k),Matric,25,81,No,No,None,Frequent Outages,Semi-Government,English,31.1,Bike,Medium,None,Yes,Clubs,High
546,24,Female,Gujranwala,Gilgit Baltistan,2.81,Average,Low (<30k),Primary,33,59,No,Yes,Mobile,Consistent,Semi-Government,English,3.1,Walk,High,None,No,Clubs,Medium
547,22,Male,Sialkot,KPK,2.81,Average,High (>250k),Intermediate,19,75,Yes,Yes,Desktop,Consistent,Private,Urdu,31.0,Bus,Medium,None,Yes,None,Medium
548,24,Male,Charsadda,KPK,2.81,Average,Upper-Middle (120k-250k),Intermediate,17,83,Yes,No,Desktop,Consistent,Public,Urdu,16.2,Car,Medium,Minor,No,Clubs,Low
549,19,Male,Diamer,KPK,2.82,Average,Lower-Middle (30k-60k),Postgraduate,33,58,Yes,Yes,Mobile,Consistent,Private,English,13.9,Car,Medium,Minor,No,Clubs,Low
550,20,Male,Dir,Punjab,2.82,Average,Middle (60k-120k),Primary,6,60,No,No,None,Frequent Outages,Private,English,3.2,Bike,Medium,Chronic,No,Clubs,Low
551,17,Female,Skardu,Punjab,2.82,Average,Low (<30k),Postgraduate,16,64,No,No,Laptop,Frequent Outages,Semi-Government,English,24.9,Walk,Low,Chronic,No,Sports,Low
552,19,Female,Mardan,Azad Kashmir,2.82,Average,High (>250k),Postgraduate,9,58,Yes,No,Desktop,Consistent,Private,Urdu,25.9,Walk,Low,Chronic,No,Sports,Low
553,21,Female,Gujranwala,Punjab,2.83,Average,High (>250k),Primary,22,71,No,No,None,Consistent,Private,Urdu,32.7,Van,Low,None,No,Sports,High
554,20,Female,Mardan,Punjab,2.83,Average,Middle (60k-120k),Matric,14,91,Yes,No,Desktop,Consistent,Public,Urdu,9.8,Walk,Low,None,No,Clubs,High
555,22,Female,Diamer,Azad Kashmir,2.83,Average,Low (<30k),Primary,26,63,No,No,Mobile,Frequent Outages,Semi-Government,English,9.0,Bike,High,Chronic,No,None,High
556,23,Male,Chiniot,KPK,2.83,Average,High (>250k),Intermediate,36,59,Yes,Yes,Mobile,Consistent,Semi-Government,Urdu,13.6,Walk,Low,None,No,Sports,Medium
557,20,Female,Sargodha,KPK,2.84,Average,High (>250k),Primary,18,60,Yes,No,Laptop,Frequent Outages,Public,Urdu,11.5,Bus,Low,Chronic,Yes,Clubs,Low
558,25,Female,Mansehra,Azad Kashmir,2.84,Average,High (>250k),Graduate,23,78,No,No,None,Frequent Outages,Private,English,21.3,Van,Low,None,No,Sports,High
559,21,Male,Rahim Yar Khan,Gilgit Baltistan,2.84,Average,Middle (60k-120k),Primary,21,92,No,Yes,Laptop,Consistent,Semi-Government,Urdu,2.7,Bike,High,None,Yes,Sports,High
560,25,Female,Peshawar,Punjab,2.84,Average,Low (<30k),Graduate,28,86,Yes,No,Desktop,Consistent,Semi-Government,English,1.2,Van,Low,Chronic,No,Clubs,Medium
561,18,Female,Mansehra,Azad Kashmir,2.85,Average,Middle (60k-120k),Graduate,25,77,No,No,Laptop,Frequent Outages,Semi-Government,English,20.5,Bike,High,None,No,None,High
562,21,Female,Rahim Yar Khan,Punjab,2.85,Average,Low (<30k),Intermediate,37,57,No,No,Desktop,Frequent Outages,Public,Urdu,6.1,Bike,Medium,Minor,Yes,Clubs,Low
563,19,Male,Gujranwala,Punjab,2.85,Average,Lower-Middle (30k-60k),Graduate,31,74,No,Yes,Mobile,Consistent,Semi-Government,English,17.6,Van,Low,Chronic,Yes,Clubs,High
564,25,Male,Gujranwala,KPK,2.85,Average,Low (<30k),Intermediate,20,63,Yes,Yes,None,Consistent,Private,English,27.7,Bus,Medium,Minor,Yes,Sports,Medium
565,22,Male,Lahore,Punjab,2.85,Average,Low (<30k),Matric,22,70,Yes,Yes,Mobile,Frequent Outages,Semi-Government,English,18.8,Bike,Medium,Chronic,Yes,Clubs,Low
566,17,Male,Hunza,Punjab,2.86,Average,Middle (60k-120k),Intermediate,15,63,Yes,Yes,None,Frequent Outages,Semi-Government,English,32.5,Car,Low,Minor,No,Clubs,Medium
567,25,Male,Lahore,Punjab,2.86,Average,Low (<30k),Matric,35,61,No,Yes,None,Consistent,Semi-Government,English,8.8,Van,High,Minor,Yes,Clubs,Low
568,18,Male,Peshawar,KPK,2.86,Average,Low (<30k),Matric,28,95,No,No,Desktop,Frequent Outages,Private,English,24.7,Van,Medium,Chronic,No,Clubs,Medium
569,18,Male,Abbottabad,KPK,2.86,Average,Upper-Middle (120k-250k),Graduate,24,67,No,No,Desktop,Frequent Outages,Semi-Government,English,7.4,Walk,High,Minor,No,None,Medium
570,21,Female,Mardan,Gilgit Baltistan,2.87,Average,High (>250k),Intermediate,22,56,No,No,Desktop,Frequent Outages,Semi-Government,Urdu,4.7,Bus,Medium,None,Yes,Sports,Low
571,18,Male,Mirpur,KPK,2.87,Average,Upper-Middle (120k-250k),Intermediate,35,89,No,Yes,Laptop,Frequent Outages,Semi-Government,English,15.9,Bike,High,Chronic,Yes,Clubs,Low
572,19,Male,Peshawar,Punjab,2.87,Average,Middle (60k-120k),Matric,15,91,No,No,Desktop,Consistent,Private,English,12.2,Van,Medium,Minor,Yes,Clubs,High
573,23,Male,Dir,Punjab,2.87,Average,Middle (60k-120k),Primary,33,60,Yes,Yes,None,Frequent Outages,Semi-Government,English,16.9,Car,High,Minor,Yes,Sports,High
574,18,Male,Charsadda,KPK,2.88,Average,Low (<30k),Primary,33,96,Yes,Yes,Mobile,Consistent,Public,Urdu,28.6,Bus,High,None,Yes,Sports,Medium
575,19,Female,Kotli,KPK,2.88,Average,Middle (60k-120k),Postgraduate,27,85,No,Yes,Laptop,Consistent,Public,Urdu,25.3,Walk,Low,Minor,No,None,Low
576,18,Male,Peshawar,Gilgit Baltistan,2.88,Average,Upper-Middle (120k-250k),Graduate,17,76,No,Yes,None,Consistent,Semi-Government,English,14.3,Bike,Low,None,No,Clubs,Low
577,22,Female,Multan,Punjab,2.88,Average,Middle (60k-120k),Intermediate,36,80,No,No,Mobile,Consistent,Private,English,9.6,Car,High,Chronic,Yes,None,Low
578,23,Male,Lahore,Punjab,2.89,Average,Middle (60k-120k),Matric,7,77,No,Yes,Mobile,Frequent Outages,Public,Urdu,12.4,Bus,High,Minor,No,None,Low
579,19,Male,Swat,KPK,2.89,Average,Low (<30k),Intermediate,22,75,No,Yes,Desktop,Frequent Outages,Semi-Government,English,5.9,Walk,Low,Minor,No,Sports,Medium
580,23,Female,Bahawalpur,Gilgit Baltistan,2.89,Average,Low (<30k),Matric,22,71,Yes,Yes,None,Frequent Outages,Private,English,29.5,Bike,Medium,Minor,No,Clubs,High
581,25,Female,Bhimber,KPK,2.89,Average,Middle (60k-120k),Primary,21,63,Yes,No,Mobile,Consistent,Semi-Government,Urdu,23.3,Walk,Medium,None,No,None,High
582,18,Male,Faisalabad,Punjab,2.9,Average,Low (<30k),Graduate,14,68,Yes,Yes,None,Consistent,Semi-Government,English,9.2,Bike,Low,None,No,None,High
